Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
Great Pretender,"['action', 'adventure', 'comedy', 'mystery']",['wit studio'],tv,8.27,260,23,340
Hajime no Ippo: Champion Road,['sports'],['madhouse'],special,8.27,261,1,1541
Planetes,"['drama', 'romance', 'sci-fi']",['sunrise'],tv,8.27,262,26,865
Tenkuu no Shiro Laputa,"['adventure', 'fantasy', 'romance', 'sci-fi']",['studio ghibli'],movie,8.27,263,1,432
Yuru Camp△,"['comedy', 'slice of life']",['c-station'],tv,8.27,264,12,439
Non Non Biyori Movie: Vacation,"['comedy', 'slice of life']",['silver link.'],movie,8.26,265,1,2254
Space☆Dandy 2nd Season,"['comedy', 'sci-fi']",['bones'],tv,8.26,266,13,1261
Summertime Render,"['mystery', 'supernatural', 'suspense']",['olm'],tv,8.26,267,25,1663
Tonari no Totoro,"['adventure', 'supernatural']",['studio ghibli'],movie,8.26,268,1,134
Hunter x Hunter: Greed Island Final,"['action', 'adventure', 'fantasy']",['nippon animation'],ova,8.26,270,14,1407
Danshi Koukousei no Nichijou,"['comedy', 'slice of life']",['sunrise'],tv,8.25,272,12,204
Diamond no Ace: Act II,['sports'],['madhouse'],tv,8.25,273,52,2085
Gyakkyou Burai Kaiji: Hakairoku-hen,['suspense'],['madhouse'],tv,8.25,274,26,1120
Kuroshitsuji Movie: Book of the Atlantic,"['action', 'comedy', 'mystery', 'supernatural']",['a-1 pictures'],movie,8.25,275,1,1132
Re:Zero kara Hajimeru Isekai Seikatsu,"['drama', 'fantasy', 'suspense']",['white fox'],tv,8.25,276,25,23
Sennen Joyuu,"['action', 'adventure', 'drama', 'fantasy', 'romance']",['madhouse'],movie,8.25,277,1,1230
Major S3,"['drama', 'sports']",['studio hibari'],tv,8.24,278,26,2301
Naruto: Shippuuden,"['action', 'adventure', 'fantasy']",['studio pierrot'],tv,8.24,279,500,16
Nodame Cantabile: Finale,"['comedy', 'romance']",['j.c.staff'],tv,8.24,280,11,1471
One Piece Movie 14: Stampede,"['action', 'adventure', 'fantasy']",['toei animation'],movie,8.24,281,1,1390
Ookami to Koushinryou,"['adventure', 'fantasy', 'romance']",['imagin'],tv,8.24,282,13,197
Quanzhi Gaoshou Specials,['action'],"['tencent animation & comics', 'china literature limited', 'colored pencil animation']",ona,8.24,283,3,1795
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"['sci-fi', 'suspense']",['white fox'],special,8.24,284,1,857
Youjo Senki Movie,['action'],['nut'],movie,8.24,285,1,862
Douluo Dalu: Xiaowu Juebie,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,8.24,286,13,5897
86,"['action', 'drama', 'sci-fi']",['a-1 pictures'],tv,8.23,287,11,348
Detective Conan: Episode One - The Great Detective Turned Small,"['adventure', 'comedy', 'mystery']",['tms entertainment'],special,8.23,288,1,3660
Dororo,"['action', 'adventure', 'supernatural']","['tezuka productions', 'mappa']",tv,8.23,289,24,120
Golden Kamuy 2nd Season,"['action', 'adventure']",['geno studio'],tv,8.23,290,12,1209
Hajime no Ippo: Mashiba vs. Kimura,['sports'],['madhouse'],ova,8.23,291,1,1836
Kuroko no Basket 2nd Season,['sports'],['production i.g'],tv,8.23,292,25,193
Magi: The Kingdom of Magic,"['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,8.23,294,25,183
Major S1,"['comedy', 'drama', 'sports']",['studio hibari'],tv,8.23,295,26,1829
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"['action', 'drama', 'sci-fi']",['sunrise'],tv,8.23,296,25,1482
SKET Dance,['comedy'],['tatsunoko production'],tv,8.23,297,77,936
xxxHOLiC: Kei,"['comedy', 'drama', 'mystery', 'supernatural']",['production i.g'],tv,8.23,298,13,1406
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"['comedy', 'drama', 'romance', 'slice of life']",['feel.'],tv,8.23,299,13,130
Yuukoku no Moriarty 2nd Season,"['mystery', 'suspense']",['production i.g'],tv,8.23,300,13,1056
Mimi wo Sumaseba,"['drama', 'romance', 'slice of life']",['studio ghibli'],movie,8.22,301,1,643
No Game No Life: Zero,"['drama', 'fantasy', 'romance']",['madhouse'],movie,8.22,302,1,181
Stand By Me Doraemon 2,"['comedy', 'sci-fi']","['shirogumi', 'shin-ei animation']",movie,8.22,303,1,4687
Trigun,"['action', 'adventure', 'comedy', 'drama', 'sci-fi']",['madhouse'],tv,8.22,304,26,240
Detective Conan Movie 13: The Raven Chaser,"['action', 'mystery']",['tokyo movie shinsha'],movie,8.22,305,1,2543
Fruits Basket 1st Season,"['comedy', 'drama', 'romance', 'slice of life', 'supernatural']",['tms entertainment'],tv,8.22,306,25,238
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"['action', 'drama', 'sci-fi']",['production i.g'],movie,8.22,307,4,4176
Hachimitsu to Clover II,"['drama', 'romance', 'slice of life']",['j.c.staff'],tv,8.22,308,12,1735
Kono Sekai no Katasumi ni,['drama'],['mappa'],movie,8.22,309,1,1192
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"['drama', 'suspense']",['shaft'],movie,8.22,310,1,1046
Majo no Takkyuubin,"['adventure', 'comedy', 'drama', 'fantasy']",['studio ghibli'],movie,8.22,311,1,365
Bungou Stray Dogs 3rd Season,"['action', 'mystery', 'supernatural']",['bones'],tv,8.21,312,12,366
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"['comedy', 'drama', 'fantasy', 'romance']",['madhouse'],movie,8.21,313,1,1650
Horimiya,"['comedy', 'romance', 'slice of life']",['cloverworks'],tv,8.21,314,13,117
Kaguya-hime no Monogatari,['fantasy'],['studio ghibli'],movie,8.21,315,1,1004
Major S2,"['comedy', 'drama', 'sports']",['studio hibari'],tv,8.21,316,26,2256
Major S4,"['comedy', 'drama', 'sports']",['synergysp'],tv,8.21,317,26,2378
Nomad: Megalo Box 2,"['drama', 'sci-fi', 'sports']",['tms entertainment'],tv,8.21,318,13,1158
ReLIFE: Kanketsu-hen,"['romance', 'slice of life']",['tms entertainment'],special,8.21,319,4,579
Saiki Kusuo no Ψ-nan: Kanketsu-hen,"['comedy', 'slice of life', 'supernatural']","['j.c.staff', 'egg firm']",special,8.21,320,1,1067
xxxHOLiC: Rou,"['mystery', 'supernatural']",['production i.g'],ova,8.21,321,2,2297
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"['action', 'adventure', 'fantasy']",['toei animation'],special,8.2,322,1,2548
Toaru Kagaku no Railgun T,"['action', 'sci-fi']",['j.c.staff'],tv,8.2,323,25,991
Vanitas no Karte Part 2,['supernatural'],['bones'],tv,8.2,324,12,1163
Yoru wa Mijikashi Arukeyo Otome,"['comedy', 'romance']",['science saru'],movie,8.2,325,1,1679
Bakuman.,"['comedy', 'drama', 'romance']",['j.c.staff'],tv,8.2,326,25,306
Berserk: Ougon Jidai-hen III - Kourin,"['action', 'adventure', 'drama', 'fantasy', 'horror', 'supernatural']",['studio 4°c'],movie,8.2,327,1,1003
Bungou Stray Dogs 2nd Season,"['action', 'mystery', 'supernatural']",['bones'],tv,8.2,328,12,225
Chihayafuru,"['drama', 'slice of life', 'sports']",['madhouse'],tv,8.2,329,25,436
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,"['action', 'fantasy', 'supernatural']",['ufotable'],movie,8.2,330,1,478
IDOLiSH7: Third Beat!,['drama'],['troyca'],tv,8.2,331,13,4695
InuYasha: Kanketsu-hen,"['action', 'adventure', 'comedy', 'fantasy', 'romance', 'supernatural']",['sunrise'],tv,8.2,332,26,772
Little Busters!: Refrain,"['comedy', 'drama', 'romance', 'slice of life', 'supernatural']",['j.c.staff'],tv,8.2,333,13,1246
Maison Ikkoku,"['comedy', 'drama', 'romance', 'slice of life']",['studio deen'],tv,8.2,334,96,2341
Asobi Asobase,['comedy'],['lerche'],tv,8.19,335,12,461
Ballroom e Youkoso,"['comedy', 'drama', 'romance', 'sports']",['production i.g'],tv,8.19,336,24,669
Fate/stay night: Unlimited Blade Works,"['action', 'fantasy', 'supernatural']",['ufotable'],tv,8.19,337,12,126
Girls & Panzer Movie,['sports'],['actas'],movie,8.19,338,1,1804
Higurashi no Naku Koro ni Kai,"['mystery', 'supernatural', 'suspense']",['studio deen'],tv,8.19,339,24,408
Hunter x Hunter: Greed Island,"['action', 'adventure', 'fantasy']",['nippon animation'],ova,8.19,340,8,1345
Kamisama Hajimemashita◎,"['comedy', 'fantasy', 'romance', 'supernatural']",['tms entertainment'],tv,8.19,341,12,556
Liz to Aoi Tori,['drama'],['kyoto animation'],movie,8.19,342,1,1572
Non Non Biyori Repeat,"['comedy', 'slice of life']",['silver link.'],tv,8.19,343,12,1053
Senki Zesshou Symphogear XV,"['action', 'sci-fi']",['satelight'],tv,8.19,344,13,3254
Shokugeki no Souma,"['gourmet', 'ecchi']",['j.c.staff'],tv,8.19,345,24,53
Shoujo Shuumatsu Ryokou,"['adventure', 'mystery', 'sci-fi', 'slice of life']",['white fox'],tv,8.19,346,12,676
Tanoshii Muumin Ikka,"['adventure', 'comedy', 'fantasy', 'slice of life']",['telescreen'],tv,8.19,347,78,3973
Shoujo Kakumei Utena,"['comedy', 'drama', 'fantasy', 'mystery']",['j.c.staff'],tv,8.18,348,39,1020
Aria the Natural,"['fantasy', 'sci-fi', 'slice of life']",['hal film maker'],tv,8.18,349,26,2128
Black Lagoon: The Second Barrage,['action'],['madhouse'],tv,8.18,350,12,394
Dr. Stone: Stone Wars,"['adventure', 'comedy', 'sci-fi']",['tms entertainment'],tv,8.18,351,11,168
Eiga Daisuki Pompo-san (Movie),"['comedy', 'drama']",['clap'],movie,8.18,352,1,4623
Boku no Hero Academia 2nd Season,['action'],['bones'],tv,8.17,354,25,14
Death Parade,"['drama', 'supernatural', 'suspense']",['madhouse'],tv,8.17,355,12,49
Detective Conan Movie 20: The Darkest Nightmare,"['action', 'mystery']",['tms entertainment'],movie,8.17,356,1,3172
Digimon Adventure: Last Evolution Kizuna,"['action', 'adventure', 'comedy', 'drama']",['yumeta company'],movie,8.17,357,1,3217
K-On!!,"['comedy', 'slice of life']",['kyoto animation'],tv,8.17,358,26,267
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,"['fantasy', 'slice of life', 'supernatural']",['kyoto animation'],movie,8.17,359,1,831
Major: Message,"['comedy', 'drama', 'sports']",['synergysp'],ova,8.17,360,1,3572
Noragami Aragoto,"['action', 'fantasy']",['bones'],tv,8.17,361,13,76
Ramayana: The Legend of Prince Rama,['adventure'],['nippon ramayana film co.'],movie,8.17,362,1,6767
One Piece Film: Z,"['action', 'adventure', 'fantasy']",['toei animation'],movie,8.16,363,1,845
Ouran Koukou Host Club,"['comedy', 'romance']",['bones'],tv,8.16,364,26,116
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,"['action', 'comedy']",['gainax'],movie,8.16,365,1,1278
Working!!!: Lord of the Takanashi,"['comedy', 'romance', 'slice of life']",['a-1 pictures'],special,8.16,366,1,1787
Akira,"['action', 'adventure', 'horror', 'sci-fi', 'supernatural']",['tokyo movie shinsha'],movie,8.16,367,1,213
Detective Conan,"['adventure', 'comedy', 'mystery']",['tms entertainment'],tv,8.16,368,0,619
Given Movie,"['boys love', 'drama', 'romance', 'slice of life']",['lerche'],movie,8.16,369,1,1043
Given: Uragawa no Sonzai,"['boys love', 'drama', 'romance', 'slice of life']",['lerche'],ova,8.16,370,1,2410
Haikyuu!! Movie 4: Concept no Tatakai,['sports'],['production i.g'],movie,8.16,371,1,2307
Hinamatsuri (TV),"['comedy', 'supernatural']",['feel.'],tv,8.16,372,12,410
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,['comedy'],['a-1 pictures'],ona,8.16,373,1,3190
Cardcaptor Sakura,"['adventure', 'comedy', 'drama', 'fantasy', 'romance']",['madhouse'],tv,8.15,374,70,465
Douluo Dalu: Xingdou Xian Ji Pian,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,8.15,375,13,7084
Dragon Ball Z,"['action', 'adventure', 'comedy', 'fantasy']",['toei animation'],tv,8.15,376,291,100
Gankutsuou,"['drama', 'mystery', 'sci-fi', 'supernatural', 'suspense']",['gonzo'],tv,8.15,377,24,861
Initial D Fourth Stage,"['action', 'drama']",['a.c.g.t.'],tv,8.15,378,24,1259
Kaiba,"['adventure', 'mystery', 'romance', 'sci-fi']",['madhouse'],tv,8.15,379,12,1379
Lupin III: Cagliostro no Shiro,"['action', 'adventure', 'comedy', 'mystery']",['tokyo movie shinsha'],movie,8.15,380,1,1703
Lupin III: Part 5,"['action', 'adventure', 'comedy', 'mystery']",['telecom animation film'],tv,8.15,381,24,3057
Mo Dao Zu Shi Q,"['comedy', 'supernatural']",['b.cmay pictures'],ona,8.15,382,30,4344
Nisemonogatari,"['comedy', 'mystery', 'supernatural', 'ecchi']",['shaft'],tv,8.15,383,11,230
Nodame Cantabile: Paris-hen,"['comedy', 'romance', 'slice of life']",['j.c.staff'],tv,8.15,384,11,1514
Seirei no Moribito,"['action', 'adventure', 'fantasy']",['production i.g'],tv,8.15,385,26,967
Tokyo Revengers,"['action', 'drama', 'supernatural']",['lidenfilms'],tv,8.15,386,24,136
Toki wo Kakeru Shoujo,"['drama', 'romance', 'sci-fi']",['madhouse'],movie,8.14,387,1,210
Yuukoku no Moriarty,"['mystery', 'suspense']",['production i.g'],tv,8.14,388,11,604
Douluo Dalu: Hanhai Qian Kun,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,8.14,389,13,7397
Eizouken ni wa Te wo Dasu na!,"['adventure', 'comedy']",['science saru'],tv,8.14,390,12,671
IDOLiSH7: Second Beat!,['drama'],['troyca'],tv,8.14,391,15,3858
Initial D Second Stage,"['action', 'drama']",['pastel'],tv,8.14,392,13,1084
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","['comedy', 'fantasy', 'romance', 'supernatural']",['tms entertainment'],ova,8.14,393,1,2521
Katekyo Hitman Reborn!,"['action', 'comedy']",['artland'],tv,8.14,394,203,343
Made in Abyss Movie 1: Tabidachi no Yoake,"['adventure', 'drama', 'fantasy', 'mystery', 'sci-fi']",['kinema citrus'],movie,8.14,395,1,1859
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,"['action', 'comedy', 'drama', 'sci-fi']",['seven arcs'],movie,8.14,396,1,3991
5-toubun no Hanayome ∬,"['comedy', 'romance']",['bibury animation studios'],tv,8.13,397,12,318
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,"['comedy', 'drama', 'romance', 'slice of life']",['kyoto animation'],movie,8.13,398,1,851
Dragon Ball Super: Broly,"['action', 'adventure', 'fantasy']",['toei animation'],movie,8.13,399,1,608
Durarara!!,"['action', 'mystery', 'supernatural']","['""brains base""']",tv,8.13,400,24,78
Ginga Eiyuu Densetsu Gaiden,"['action', 'drama', 'sci-fi']","['artland', 'shaft', 'mushi production', 'magic bus']",ova,8.13,401,24,4061
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,"['fantasy', 'slice of life']",['ajia-do'],tv,8.13,402,12,1254
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"['adventure', 'drama', 'sci-fi']",['toei animation'],music,8.13,403,1,2250
Kono Subarashii Sekai ni Shukufuku wo!,"['adventure', 'comedy', 'fantasy']",['studio deen'],tv,8.13,404,10,37
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"['action', 'adventure', 'fantasy']",['toei animation'],special,8.13,405,1,2360
Tensei shitara Slime Datta Ken,"['action', 'adventure', 'comedy', 'fantasy']",['8bit'],tv,8.13,406,24,89
Tonikaku Kawaii: SNS,"['comedy', 'romance']",['seven arcs'],ova,8.13,407,1,1698
Mobile Suit Gundam 00,"['action', 'drama', 'sci-fi']",['sunrise'],tv,8.12,408,25,958
Mobile Suit Gundam Unicorn,"['action', 'drama', 'sci-fi']",['sunrise'],ova,8.12,409,7,1869
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,"['drama', 'slice of life', 'supernatural']",['shuka'],movie,8.12,410,1,3640
One Piece Film: Strong World,"['action', 'adventure', 'fantasy']",['toei animation'],movie,8.12,411,1,918
Princess Tutu,"['comedy', 'drama', 'fantasy', 'mystery', 'romance']",['hal film maker'],tv,8.12,412,38,1267
Sakura-sou no Pet na Kanojo,"['comedy', 'drama', 'romance', 'slice of life']",['j.c.staff'],tv,8.12,413,24,92
Shokugeki no Souma: Ni no Sara,"['gourmet', 'ecchi']",['j.c.staff'],tv,8.12,414,13,114
Toradora!,"['drama', 'romance']",['j.c.staff'],tv,8.12,415,25,18
Detective Conan Movie 05: Countdown to Heaven,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,8.12,416,1,2471
Detective Conan Movie 14: The Lost Ship in the Sky,"['action', 'mystery']",['tokyo movie shinsha'],movie,8.12,417,1,2620
Detroit Metal City,['comedy'],['studio 4°c'],ova,8.12,418,12,989
Douluo Dalu: Qian Hua Xi Jin,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,8.12,419,13,6320
Fullmetal Alchemist,"['action', 'adventure', 'drama', 'fantasy']",['bones'],tv,8.12,420,51,68
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,"['mystery', 'sci-fi']",['production i.g'],special,8.12,421,1,1815
Kuragehime,"['comedy', 'slice of life']","['""brains base""']",tv,8.12,422,11,915
Mahoutsukai no Yome: Hoshi Matsu Hito,"['fantasy', 'slice of life']",['wit studio'],ova,8.12,423,3,778
Baccano! Specials,"['action', 'comedy', 'mystery', 'supernatural']","['""brains base""']",special,8.11,424,3,1145
Black Clover,"['action', 'comedy', 'fantasy']",['studio pierrot'],tv,8.11,425,170,73
Douluo Dalu: Jingying Sai,"['action', 'adventure', 'fantasy', 'supernatural']",['sparkly key animation studio'],ona,8.11,426,52,4843
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"['action', 'drama', 'sci-fi']",['production i.g'],movie,8.11,427,4,4232
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"['action', 'comedy', 'sci-fi']",['sunrise'],special,8.11,428,1,3126
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,"['action', 'comedy']",['bandai namco pictures'],special,8.11,429,1,3423
Mobile Suit Gundam: The Origin - Advent of the Red Comet,"['action', 'sci-fi']",['sunrise'],tv,8.11,430,13,4531
No Game No Life,"['comedy', 'fantasy', 'ecchi']",['madhouse'],tv,8.11,431,12,15
Quanzhi Gaoshou Zhi Dianfeng Rongyao,['action'],['colored pencil animation'],movie,8.11,433,1,2925
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"['comedy', 'slice of life', 'supernatural']","['j.c.staff', 'egg firm']",ona,8.11,434,6,1050
Tamayura: Sotsugyou Shashin Part 4 - Ashita,"['comedy', 'drama', 'slice of life']",['tyo animations'],movie,8.11,435,1,5566
Tsubasa: Shunraiki,"['action', 'adventure', 'drama', 'fantasy', 'mystery', 'romance', 'supernatural']",['production i.g'],ova,8.11,436,2,2408
Tsukimonogatari,"['comedy', 'mystery', 'supernatural', 'ecchi']",['shaft'],tv,8.11,437,4,482
Uchouten Kazoku 2,"['comedy', 'drama', 'fantasy', 'slice of life']",['p.a. works'],tv,8.11,438,12,2421
Tsuki ga Kirei,['romance'],['feel.'],tv,8.1,439,12,378
Zankyou no Terror,"['mystery', 'suspense']",['mappa'],tv,8.1,440,11,112
Ansatsu Kyoushitsu,"['action', 'comedy']",['lerche'],tv,8.1,441,22,35
Boku no Hero Academia 3rd Season,['action'],['bones'],tv,8.1,442,25,25
Diamond no Ace,['sports'],"['production i.g', 'madhouse']",tv,8.1,443,75,895
Douluo Dalu: Haishen Zhi Guang,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,8.1,444,13,7365
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"['action', 'drama', 'sci-fi']","['magic bus', 'kitty film mitaka studio']",movie,8.1,445,1,3415
Haikyuu!! Movie 3: Sainou to Sense,['sports'],['production i.g'],movie,8.1,446,1,2255
Hyouka,"['mystery', 'slice of life']",['kyoto animation'],tv,8.1,447,22,87
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"['action', 'adventure', 'drama', 'supernatural']",['david production'],tv,8.1,448,24,115
Kanata no Astra,"['adventure', 'mystery', 'sci-fi']",['lerche'],tv,8.1,449,12,758
Kaze Tachinu,"['drama', 'romance']",['studio ghibli'],movie,8.1,450,1,714
Kuroko no Basket: Saikou no Present Desu,"['action', 'sports']",['production i.g'],special,8.1,451,1,1849
Akatsuki no Yona OVA,"['action', 'comedy', 'fantasy']",['studio pierrot'],ova,8.09,452,3,1499
Gin no Saji,"['comedy', 'slice of life']",['a-1 pictures'],tv,8.09,453,11,734
Hajime no Ippo: Boxer no Kobushi,['sports'],['madhouse'],special,8.09,454,1,2753
Karakai Jouzu no Takagi-san 2,"['comedy', 'slice of life']",['shin-ei animation'],tv,8.09,455,12,700
Mirai Shounen Conan,"['adventure', 'drama', 'sci-fi']",['nippon animation'],tv,8.09,456,26,2841
Mobile Suit Gundam 00 Second Season,"['action', 'drama', 'sci-fi']",['sunrise'],tv,8.09,457,25,1344
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"['action', 'adventure', 'supernatural']",['tms entertainment'],ova,8.09,458,13,2208
Skip Beat!,"['comedy', 'drama', 'romance']",['hal film maker'],tv,8.09,459,25,791
World Trigger 2nd Season,"['action', 'sci-fi', 'supernatural']",['toei animation'],tv,8.09,460,12,1535
Yuusha-Ou GaoGaiGar Final,"['adventure', 'drama', 'sci-fi']",['sunrise'],ova,8.09,461,8,5800
Stand By Me Doraemon,"['comedy', 'sci-fi']","['shirogumi', 'shin-ei animation']",movie,8.08,462,1,2793
Yowamushi Pedal: Grande Road,['sports'],['tms entertainment'],tv,8.08,463,24,1452
Angel Beats!,"['drama', 'supernatural']",['p.a. works'],tv,8.08,464,13,24
Darker than Black: Kuro no Keiyakusha,"['action', 'mystery', 'sci-fi']",['bones'],tv,8.08,465,25,149
Detective Conan Movie 18: The Sniper from Another Dimension,"['action', 'mystery']",['tms entertainment'],movie,8.08,466,1,3074
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"['action', 'comedy', 'sci-fi']",['sunrise'],special,8.08,467,1,2585
Hidamari Sketch: Sae Hiro Sotsugyou-hen,"['comedy', 'slice of life']",['shaft'],ova,8.08,468,2,5078
